LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION	NOTE
L00570	anticlinal	anticlinal	mont*	mont	
L00571	anticlinal	anticlinal	combe*	combe	
L00572	anticlinal	anticlinal	synclinal*	synclinal	
L00573	anticyclone	anticyclone	NA	anticyclone	
L00574	antimonde	antimonde	interlope*	interlope	
L00575	antimonde	antimonde	synapses*	synapse	
L00576	antimonde	antimonde	innovation*	innovation	
L00577	antimonde	antimonde	milieu*	milieu	
L00578	antimonde	antimonde	médiateurs*	médiateur	
L00579	antimonde	antimonde	transaction*	transaction	
L00580	antimonde	antimonde	«irrédentistes*»	irrédentisme	
L00581	antimonde	antimonde	guérilla*	guérilla	
L00582	antimonde	antimonde	razzient*	razzia	
L00583	antimonde	antimonde	parasiter*	parasitisme	
L00584	antimonde	antimonde	périphéries*	périphérie	
L00585	antimonde	antimonde	jungles* urbaines	jungle	
L00586	antimonde	antimonde	ghettos*	ghetto	
L00587	antimonde	antimonde	espaces aliénés*	aliénation	
L00588	antimonde	antimonde	havre*	havre	
L00589	antimonde	antimonde	drogue*	drogue	
L00590	antimonde	antimonde	bidonville*	bidonville	
L00591	antimonde	antimonde	squats*	squatter	
L00592	antimonde	antimonde	plis*	pli	
L00593	antimonde	antimonde	arrière*-cours	arrière	
L00594	antimonde	antimonde	arrière-boutiques*	boutique	
L00595	antimonde	antimonde	quartiers «précaires*»	précaire	
L00596	antimonde	antimonde	stades*	stade	
L00597	antimonde	antimonde	halles*	halle	
L00598	antimonde	antimonde	arènes*	arène	
L00599	antimonde	antimonde	stations thermales*	thermalisme	
L00600	antimonde	antimonde	paradis* fiscaux	paradis	
L00601	antimonde	antimonde	micro-État*	micro-État	
L00602	antimonde	antimonde	château*	château	
L00603	antimonde	antimonde	s'aliènent*	aliénation	
L00604	antimonde	antimonde	datchas*	datcha	
L00605	antimonde	antimonde	«le monde* »	monde	
L00606	antimonde	antimonde	camps* de réfugiés	camp	
L00607	antimonde	antimonde	zones dites «franches*»	zone franche	
L00608	antimonde	antimonde	bases*	base	
L00609	antimonde	antimonde	exterritorialité*	exterritorialité	
L00610	antimonde	antimonde	enclaves*	enclave	
L00611	antimonde	antimonde	espaces de réserve*	réserve	
L00612	antimonde	antimonde	porte-respect*	porte-respect	
L00613	antimonde	antimonde	zones* industrielles	zone	
L00614	antimonde	antimonde	pépinières* d'entreprises	pépinière	
L00615	antimonde	antimonde	parcs* technologiques	parc	
L00616	antimonde	antimonde	bois* d'amour	bois d’amour	
L00617	antimonde	antimonde	plis*	pli	
L00618	antipode	antipode	eurocentrisme*	eurocentrisme	
L00619	antre	antre	abri*	abri	
L00620	antre	antre	amniotique*	amniotique	
L00621	antre	antre	chtonien*	chtonien	
L00622	antre	antre	gouffre*	gouffre	
L00623	antre	antre	gorge*	gorge	
L00624	antre	antre	grotte*	grotte	
L00625	antre	antre	labyrinthe*	labyrinthe	
L00626	antre	antre	abri*	abri	
L00627	antre	antre	asile*	asile	
L00628	aoul	aoul	NA	aoul	
L00629	apache	apache	barrière*	barrière	
L00630	apartheid	apartheid	domination*	domination	
L00631	apartheid	apartheid	bantoustans*	bantoustan	
L00632	aphélie	aphélie	NA	aphélie	
L00633	aplanissement	aplanissement	NA	aplanissement	
L00634	apogée	apogée	sommet*	sommet	
L00635	appalachien	appalachien	aplanissement*	aplanissement	
L00636	appareil	appareil	géographie politique*	politique	
L00637	appareil	appareil	analogie*	analogie	
L00638	appareil	appareil	maillage*	maillage	
L00639	appareil	appareil	bureaucratie*	bureaucratie	
L00640	appartenance	appartenance	propriété*	propriété	
L00641	appartenance	appartenance	souveraineté*	souveraineté	
L00642	appartenance	appartenance	identité*	identité	
L00643	appartenance	appartenance	patrie*	patrie	
L00644	appartenance	appartenance	racine*	racine	
L00645	appartenance	appartenance	territorialisme*	territorialisme	
L00646	appellation	appellation	cru*	cru	
L00647	appellation	appellation	label*	NA	
L00648	appliquée (géographie)	appliquée (géographie)	géographie «volontaire»*	volontaire (géographie)	
L00649	appliquée (géographie)	appliquée (géographie)	aval*	aval	
L00650	appliquée (géographie)	appliquée (géographie)	acteurs* sociaux	acteur	
L00651	appliquée (géographie)	appliquée (géographie)	prospective*	prospective	
L00652	appliquée (géographie)	appliquée (géographie)	évaluation*	évaluation	
L00653	apprentissage	apprentissage	s'approprie*	appropriation	
L00654	apprentissage	apprentissage	mémoire*	mémoire	
L00655	apprentissage	apprentissage	reproduction*	reproduction	
L00656	apprentissage	apprentissage	cybernétique*	cybernétique	
L00657	apprentissage	apprentissage	information*	information	
L00658	approche	approche	appropriation*	appropriation	
L00659	appropriation	appropriation	maillage*	maillage	
L00660	appropriation	appropriation	parcellaire*	parcellaire	
L00661	appropriation	appropriation	bornage*	bornage	
L00662	appropriation	appropriation	frontières*	frontière	
L00663	appropriation	appropriation	propriété foncière*	foncier	
L00664	appropriation	appropriation	graffiti*	graffiti	
L00665	appropriation	appropriation	marquage*	marquage	
L00666	appropriation	appropriation	division* spatiale du travail	division spatiale du travail	
L00667	appropriation	appropriation	maillage*	maillage	
L00668	appropriation	appropriation	frontière*	frontière	
L00669	appropriation	appropriation	rapt*	rapt	
L00670	appropriation	appropriation	territoire*	territoire	
L00671	appropriation	appropriation	enclosure*	enclosure	
L00672	appropriation	appropriation	parcelle*	parcelle	
L00673	appropriation	appropriation	cadastre*	cadastre	
L00674	appropriation	appropriation	apprentissage*	apprentissage	
L00675	approvisionnement	approvisionnement	intrant*	intrant	
L00676	approvisionnement	approvisionnement	bassins*	bassin	
L00677	approvisionnement	approvisionnement	flux*	flux	
L00678	approvisionnement	approvisionnement	juste-à-temps*	juste à temps	
L00679	âpreté	âpreté	riant*	riant	
L00680	âpreté	âpreté	agreste*	agreste	
L00681	âpreté	âpreté	sylve*	sylve	
L00682	aptitude	aptitude	adaptation*	adaptation	
L00683	aptitude	aptitude	ségalas*	ségala	
L00684	aptitude	aptitude	vocation*	vocation	
L00685	aptitude	aptitude	potentialité*	potentialité	
L00686	aptitude	aptitude	qualité*	qualité	
L00687	aquaculture	aquaculture	artefacts*	artefact	
L00688	aqueduc	aqueduc	NA	aqueduc	
L00689	aquifère	aquifère	nappe*	nappe	
L00690	aquifère	aquifère	phréatique*	phréatique	
L00691	aquilon	aquilon	autan*	autan	
L00692	arabe	arabe	nadir*	nadir	
L00693	arabe	arabe	zénith*	zénith	
L00694	arabe	arabe	azimut* 	azimut	
L00695	arabe	arabe	alidade*	alidade	
L00696	arabe	arabe	algorithme*	algorithme	
L00697	arabe	arabe	steppe*	steppe	
L00698	arable	arable	NA	arable	
L00699	arasement	arasement	aplanissement	aplanissement	0def
L00700	aratoire	aratoire	NA	aratoire	
L00701	arbitraire	arbitraire	artificiel*	artificiel	
L00702	arborescence	arborescence	classifications*	classification	
L00703	arborescence	arborescence	climats*	climat	
L00704	arboriculture	arboriculture	vergers*	verger	
L00705	arboriculture	arboriculture	plantations*	plantation	
L00706	arboriculture	arboriculture	sylviculture*	sylve	
L00707	arbre	arbre	forêts*	forêt	
L00708	arbre	arbre	arboriculture*	arboriculture	
L00709	arbre	arbre	futaie*	futaie	
L00710	arbre	arbre	vergers*	verger	
L00711	arbre	arbre	plantations*	plantation	
L00712	arbre	arbre	symboles*	symbole	
L00713	arbre	arbre	arborescence*	arborescence	
L00714	arbre	arbre	pedigree*	NA	
L00715	arbre	arbre	identité*	identité	
L00716	arbre en boule	arbre en boule	talweg*	talweg	
L00717	arbre en boule	arbre en boule	amer*	amer	
L00718	arc	arc	monument*	monument	
L00719	arc	arc	signaux*	signal	
L00720	arc	arc	arrangement*	arrangement	
L00721	arc	arc	géosynclinal*	synclinal	
L00722	arc	arc	guirlande*	guirlande	
L00723	arc	arc	amphithéâtre*	amphithéâtre	
L00724	arc	arc	vallum*	vallum	
L00725	arc	arc	sommets*	sommet	
L00726	arc	arc	graphe*	graphe	
L00727	arcane	arcane	NA	arcane	
L00728	archétype	archétype	paysages*	paysage	
L00729	archétype	archétype	artialisation*	artialisation	
L00730	archipel	archipel	changement*	changement	
L00731	archipel	archipel	Goulag*	goulag	
L00732	architecture	architecture	NA	architecture	
L00733	arctique	arctique	forêt boréale*	boréal	
L00734	arctique	arctique	toundra*	toundra	
L00735	arctique	arctique	polaire*	polaire	
L00736	aréal	aréal	aire*	aire	
L00737	aréal	aréal	carroyage*	carroyage	
L00738	aréal	aréal	réticulaire*	réticulaire	
L00739	aréique	aréique	exoréique*	exoréique	
L00740	aréique	aréique	endoréique*	endoréisme	
L00741	arène	arène	place*	place	
L00742	arène	arène	forum*	forum	
L00743	arène	arène	décomposition*	décomposition	
L00744	aréolaire	aréolaire	auréolaire*	auréolaire	
L00745	aréolaire	aréolaire	réticulaire*	réticulaire	
L00746	aréolaire	aréolaire	capillaire*	capillaire	
L00747	aréolaire	aréolaire	territoire*	territoire	
L00748	aréolaire	aréolaire	réseau*	réseau	
L00749	aride	aride	aréique*	aréique	
L00750	aride	aride	désert*	désert	
L00751	aride	aride	évapotranspiration*	évapotranspiration	
L00752	aride	aride	aménité*	aménité	
L00753	armature urbaine	armature urbaine	pôle*	pôle	
L00754	armature urbaine	armature urbaine	métropole*	métropole	
L00755	armature urbaine	armature urbaine	réseau*	réseau	
L00756	armature urbaine	armature urbaine	semis* urbain	semis	
L00757	armement	armement	«complexe militaro*-industriel»	militaro-industriel	
L00758	armement	armement	arsenal*	arsenal	
L00759	armillaire	armillaire	sphère*	sphère	
L00760	arpent	arpent	arpentage*	arpent	
L00761	arpent	arpent	coin*	coin	
L00762	arpent	arpent	trottoir*	trottoir	
L00763	arrachement	arrachement	racines*	racine	
L00764	arrachement	arrachement	humanisme*	humanisme	
L00765	arrachement	arrachement	transcendance*	transcendance	
L00766	arrachement	arrachement	déracinement*	déracinement	
L00767	arrachement	arrachement	naturalité*	naturalité	
L00768	arrachement	arrachement	territorialité*	territorialité	
L00769	arrachement	arrachement	écologisme*	écologisme	
L00770	arrachement	arrachement	habitus*	habitus	
L00771	arrachement	arrachement	aventure*	aventure	
L00772	arrachement	arrachement	nationalisme*	nationalisme	
L00773	arrachement	arrachement	territoire*	territoire	
L00774	arrachement	arrachement	aliénation*	aliénation	
L00775	arrangement	arrangement	structure*	structure	
L00776	arrangement	arrangement	forme*	forme	
L00777	arrangement	arrangement	analyse*	analyse	
L00778	arrangement	arrangement	holisme*	holisme	
L00779	arrêt	arrêt	station*	station	
L00780	arrêt	arrêt	terminus*	terminal	
L00781	arrêt	arrêt	gare*	gare	
L00782	arrêt	arrêt	port*	port	
L00783	arrière	arrière	avant*	NA	
L00784	arrière	arrière	front*	front	
L00785	arrière	arrière	derrière*	derrière	
L00786	arrière	arrière	arrière-cour	arrière-cour	
L00787	arrière	arrière	arrière-pays	arrière-pays	
L00788	arrière-cour	arrière-cour	antimonde*	antimonde	
L00789	arrière-cour	arrière-cour	arrière-boutique*	boutique	
L00790	arrière-pays	arrière-pays	«rétro*»	rétro-	
L00791	arrière-pays	arrière-pays	plat pays*	pays	
L00792	arrière-pays	arrière-pays	ports*	port	
L00793	arrière-pays	arrière-pays	avant-pays*	avant-pays	
L00794	arsenal	arsenal	fabrique*	fabrique	
L00795	art	art	nature*	nature	
L00796	art	art	corps* d'ingénieurs	corps	
L00797	art	art	technique*	NA	
L00798	art	art	paysages*	paysage	
L00799	artefact	artefact	naturel*	naturel	
L00800	artefact	artefact	«authentique*»	authenticité	
L00801	artefact	artefact	régions*	région	
L00802	artefact	artefact	mailles*	maille	
L00803	artefact	artefact	frontières*	frontière	
L00804	artefact	artefact	Floride*	floride	
L00805	artefact	artefact	espace*	espace	
L00806	artefact	artefact	géographique*	géographique	
L00807	artère	artère	rue*	rue	
L00808	artésien	artésien	NA	artésien	
L00809	artialisation	artialisation	environnement*	environnement	
L00810	artialisation	artialisation	paysage*	paysage	
L00811	artialisation	artialisation	artefact*	artefact	
L00812	artialisation	artialisation	authentique*	authenticité	
L00813	artificiel	artificiel	artefact*	artefact	0def
L00814	artisanat	artisanat	NA	artisanat	
L00815	aryen	aryen	race*	race	
L00816	ascendance	ascendance	fœhn*	foehn	
L00817	ascendance	ascendance	catabatique*	catabatique	
L00818	ascendance	ascendance	remontée*	remontée	
L00819	ascendance	ascendance	généalogie*	généalogique (explication)	
L00820	ascendance	ascendance	arbre*	arbre	
L00821	ascension	ascension	sommet*	sommet	
L00822	ascension	ascension	point* de vue	point de vue	
L00823	ascension	ascension	panorama*	panorama	
L00824	ASEAN	ASEAN	NA	ASEAN	
L00825	asiate	asiate	NA	asiate	
L00826	asiatique	asiatique	Inde*	indien	
L00827	asiatique	asiatique	irrigation*	irrigation	
L00828	asiatique	asiatique	encadrées*	encadrement	
L00829	asile	asile	refuge*	refuge	
L00830	asile	asile	antimonde*	antimonde	
L00831	assainissement	assainissement	effluents*	effluent	
L00832	assainissement	assainissement	VRD*	VRD	
L00833	assainissement	assainissement	cloaque*	cloaque	
L00834	assainissement	assainissement	pollution*	pollution	
L00835	assiette	assiette	NA	assiette	
L00836	assimilation	assimilation	immigré*	immigration	
L00837	assimilation	assimilation	autochtones*	autochtone	
L00838	assimilation	assimilation	intégration*	intégration	
L00839	assimilation	assimilation	analogie*	analogie	
L00840	assistance	assistance	aide*	aide	
L00841	association	association	système*	système	
L00842	association	association	groupe* de pression	groupe	
L00843	association	association	vie locale*	local	
L00844	association	association	acteur*	acteur	
L00845	assolement	assolement	soles*	sole	
L00846	assolement	assolement	finage*	finage	
L00847	assolement	assolement	openfield*	openfield	
L00848	assolement	assolement	vaine pâture*	vaine pâture	
L00849	assolement	assolement	rotation*	rotation	
L00850	assujetti	assujetti	sujet*	sujet	
L00851	asthénosphère	asthénosphère	lithosphère*	lithosphère	
L00852	astre	astre	NA	astre	
L00853	astrolabe	astrolabe	NA	astrolabe	
L00854	atelier	atelier	artisan*	artisanat	
L00855	atelier	atelier	établissement*	établissement	
L00856	atelier	atelier	asiles*	asile	
L00857	atlantique	atlantique	Atlas*	atlas	
L00858	atlantique	atlantique	capitalisme*	capitalisme	
L00859	atlantique	atlantique	étatsunien*	étatsunien	
L00860	atlantique	atlantique	atlantisme*	atlantisme	
L00861	atlantisme	atlantisme	africaniser*	africanisation	
L00862	atlantisme	atlantisme	balkanisation*	balkanisation	
L00863	atlas	atlas	Antée*	Antée	
L00864	atlas	atlas	mappemonde*	mappemonde	
L00865	atlas	atlas	planisphère*	planisphère	
L00866	atlas	atlas	cartographie*	cartographie	
L00867	atlas	atlas	coordonnées*	coordonnées	
L00868	atlas	atlas	nomenclatures*	nomenclature	
L00869	atlas	atlas	inventaire*	inventaire	
L00870	atlas	atlas	carte*	carte	
L00871	atlas	atlas	orographie*	orographie	
L00872	atlas	atlas	fond*	fond	
L00873	atlas	atlas	hypsométrie*	hypsométrie	
L00874	atlas	atlas	figuré*	figuré	
L00875	atlas	atlas	légende*	légende	
L00876	atlas	atlas	carte*	carte	
L00877	atlas	atlas	T-O*	T-O	
L00878	atlas	atlas	portulans*	portulan	
L00879	atlas	atlas	amers*	amer	
L00880	atlas	atlas	projection*	projection	
L00881	atmosphère	atmosphère	troposphère*	troposphère	
L00882	atmosphère	atmosphère	stratosphère*	stratosphère	
L00883	atmosphère	atmosphère	météorologie*	NA	
L00884	atmosphère	atmosphère	climat*	climat	
L00885	atmosphère	atmosphère	courant*	courant	
L00886	atmosphère	atmosphère	vent*	vent	
L00887	atmosphère	atmosphère	anticyclone*	anticyclone	
L00888	atmosphère	atmosphère	norvégienne*	norvégienne	
L00889	atmosphère	atmosphère	pression*	pression	
L00890	atmosphère	atmosphère	pluie*	pluie	
L00891	atmosphère	atmosphère	neige*	neige	
L00892	atmosphère	atmosphère	précipitation*	précipitation	
L00893	atmosphère	atmosphère	ombrothermique*	ombrothermique	
L00894	atmosphère	atmosphère	ambiance*	ambiance	
L00895	atoll	atoll	lagon*	lagon	
L00896	atoll	atoll	récif*	récif	
