LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION	NOTE
L02853	creuset	creuset	fusion*	fusion	
L02854	creuset	creuset	assimilation*	assimilation	
L02855	criée	criée	NA	criée	
L02856	crique	crique	calanque*	calanque	
L02857	crise	crise	cycle*	cycle	
L02858	crise	crise	chiliasme*	chiliasme	
L02859	critique	critique	connaissance*	connaissance	
L02860	critique	critique	positivistes*	positivisme	
L02861	critique	critique	intérêts*	intérêt	
L02862	critique	critique	géographie*	géographie	
L02863	critique	critique	action*	action	
L02864	critique	critique	aliénation*	aliénation	
L02865	critique	critique	domination*	domination	
L02866	critique	critique	interaction*	interaction	
L02867	critique	critique	pouvoir*	pouvoir	
L02868	critique	critique	stratégie*	stratégie	
L02869	critique	critique	interaction* spatiale	interaction	
L02870	critique	critique	évaluation*	évaluation	
L02871	critique	critique	vérification*	vérité	
L02872	critique	critique	bifurcation*	bifurcation	
L02873	critique	critique	carrefour*	carrefour	
L02874	critique	critique	convergence*	convergence	
L02875	critique	critique	divergence*	divergence	
L02876	critique	critique	seuil*	seuil	
L02877	croisée	croisée	carrefour*	carrefour	
L02878	croisière	croisière	expédition*	expédition	
L02879	croissance	croissance	développement*	développement	
L02880	croissance	croissance	agglomérations*	agglomération	
L02881	croissance	croissance	contre-urbanisation*	contre-urbanisation	
L02882	croissance	croissance	périurbanisation*	périurbanisation	
L02883	croissance	croissance	dépopulation*	dépopulation	
L02884	croissance	croissance	produit*	produit	
L02885	croissance	croissance	crue*	crue	
L02886	croissant	croissant	ceinture*	ceinture	
L02887	croissant	croissant	arc*	arc	
L02888	croissant	croissant	estran*	estran	
L02889	croupe	croupe	mamelon*	mamelon	
L02890	croupe	croupe	collines*	colline	
L02891	croûte	croûte	écorce* terrestre	écorce	
L02892	croûte	croûte	cuirasse*	cuirasse	
L02893	cru	cru	indigène*	indigène	
L02894	cru	cru	autochtone*	autochtone	
L02895	cru	cru	authentique*	authenticité	
L02896	cru	cru	terroir*	terroir	
L02897	crue	crue	flot*	flot	
L02898	crue	crue	régime*	régime	
L02899	crue	crue	débit*	débit	
L02900	crue	crue	inondation*	inondation	
L02901	crue	crue	décrue*	décrue	
L02902	crue	crue	étiage*	étiage	
L02903	cryo-	cryo-	NA	cryo-	
L02904	CSP et PCS	CSP	NA	CSP	
L02905	cueillette	cueillette	antimonde*	antimonde	
L02906	cueillette	cueillette	dérober*	dérobé	
L02907	cuesta	cuesta	côte*	côte	0def
L02908	cuirasse	cuirasse	NA	cuirasse	
L02909	cul	cul	reculées*	reculée	
L02910	cul	cul	impasse*	impasse	
L02911	cul	cul	anachorètes*	anachorète	
L02912	culmen	culmen	colline*	colline	
L02913	culminant (point)	culminant (point)	NA	culminant (point)	
L02914	culture	culture	agriculture*	agriculture	
L02915	culture	culture	apprentissage*	apprentissage	
L02916	culture	culture	superstructures*	superstructure	
L02917	culture	culture	civilisations*	civilisation	
L02918	culture	culture	champs*	champ	
L02919	culture	culture	habitus*	habitus	
L02920	culture	culture	mythes*	mythe	
L02921	culture	culture	modèles*	modèle	
L02922	culture	culture	représentations*	représentation	
L02923	culture	culture	inné*	innéisme	
L02924	culture itinérante	culture itinérante	brûlis*	brûlis	0def
L02925	culture itinérante	culture itinérante	itinérant*	culture itinérante	
L02926	cure	cure	hôpital*	hôpital	
L02927	cure	cure	climatique	climat	
L02928	cure	cure	climatérique*	climat	
L02929	cuvette	cuvette	fossé*	fossé	
L02930	cuvette	cuvette	doline*	doline	
L02931	cuvette	cuvette	ombilic*	ombilic	
L02932	cuvette	cuvette	bassin*	bassin	
L02933	cybernétique	cybernétique	téléologie*	téléologie	
L02934	cybernétique	cybernétique	reproduction*	reproduction	
L02935	cycle	cycle	mobilité* résidentielle	mobilité	
L02936	cycle	cycle	bercail*	bercail	
L02937	cycle	cycle	culture itinérante*	culture itinérante	
L02938	cycle	cycle	hydrosphère*	hydrosphère	
L02939	cycle	cycle	tectogénèse*	NA	
L02940	cyclone	cyclone	ouragan*	ouragan	
L02941	cyclone	cyclone	dépression*	dépression	
L02942	cynique	cynique	antimonde*	antimonde	
L02943	cynique	cynique	contrebande*	contrebande	
L02944	cynique	cynique	nomenclatures*	nomenclature	
L02945	cynique	cynique	économie dite informelle*	informel	
L02946	cynique	cynique	pavillons* de complaisance	pavillon	
L02947	dalle	dalle	NA	dalle	
L02948	damier	damier	distance de Manhattan*	Manhattan	
L02949	damier	damier	cadastre*	cadastre	
L02950	damier	damier	townships*	township	
L02951	damier	damier	cosmogonie* 	cosmogonie	
L02952	damier	damier	agora*	agora	
L02953	damier	damier	barbare*	barbare	
L02954	damier	damier	quadrillage*	quadrillage	
L02955	darse	darse	arsenal*	arsenal	
L02956	datcha	datcha	villa*	villa	
L02957	datcha	datcha	nomenclature*	nomenclature	
L02958	daya	daya	doline*	doline	
L02959	daya	daya	déflation*	déflation	
L02960	débâcle	débâcle	embâcle*	embâcle	
L02961	débâcle	débâcle	raspoutitsa*	raspoutitsa	
L02962	débit	débit	charge*	charge	
L02963	débit	débit	module*	module	
L02964	débit	débit	étiage*	étiage	
L02965	débit	débit	crue*	crue	
L02966	débit	débit	caractéristique*	caractéristique	
L02967	débit	débit	régime*	régime	
L02968	débit	débit	bassin-versant*	bassin-versant	
L02969	débit	débit	évapotranspiration*	évapotranspiration	
L02970	déboisement	déboisement	défrichement*	défrichement	
L02971	déboisement	déboisement	reboisement*	reboisement	
L02972	débordement	débordement	bord*	bord	
L02973	débordement	débordement	inondation*	inondation	
L02974	débouché	débouché	confluent*	confluent	
L02975	débouché	débouché	carrefour*	carrefour	
L02976	débouché	débouché	cible*	cible	
L02977	débris	débris	charge*	charge	
L02978	débris	débris	dépôts*	dépôt	
L02979	débris	débris	cône* de déjection	cône de déjection	
L02980	débris	débris	sédiment*	sédiment	
L02981	débris	débris	alluvion*	alluvion	
L02982	débris	débris	atterrissement*	atterrissement	
L02983	débris	débris	engraissement*	engraissement	
L02984	débris	débris	laisse*	laisse	
L02985	deçà, delà	deçà, delà	cis*	cis	
L02986	deçà, delà	deçà, delà	trans*	trans	
L02987	deçà, delà	deçà, delà	différence*	différence	
L02988	deçà, delà	deçà, delà	discontinuité*	discontinuité	
L02989	deçà, delà	deçà, delà	limite*	limite	
L02990	deçà, delà	deçà, delà	relativité*	relativité	
L02991	décadence	décadence	civilisation*	civilisation	
L02992	décadence	décadence	déprise*	déprise	
L02993	décadence	décadence	crise*	crise	
L02994	décadence	décadence	vieillissement*	vieux	
L02995	décentralisation	décentralisation	centre*	centre	
L02996	décentralisation	décentralisation	déconcentrations*	déconcentration	
L02997	décentralisation	décentralisation	desserrements*	desserrement	
L02998	décentralisation	décentralisation	hôtel*	hôtel	
L02999	décharge	décharge	déchets*	déchet	
L03000	décharge	décharge	alluvionnement*	alluvion	
L03001	décharge	décharge	marnage*	marnage	
L03002	décharge	décharge	marées*	marée	
L03003	déchet	déchet	débris*	débris	
L03004	déchiffrement	déchiffrement	décodage*	décodage	
L03005	déchiffrement	déchiffrement	découverte*	découverte	
L03006	décideur	décideur	acteur*	acteur	
L03007	décidu	décidu	tropophile*	tropophile	
L03008	décision	décision	coût-avantages*	coût-avantages	
L03009	décision	décision	acteurs*	acteur	
L03010	décision	décision	économie* spatiale	économie spatiale	
L03011	déclinaison	déclinaison	pôle*	pôle	
L03012	décodage	décodage	code*	code	
L03013	décodage	décodage	déchiffrement*	déchiffrement	
L03014	décodage	décodage	messages publicitaires*	publicité	
L03015	décodage	décodage	promoteurs*	promoteur	
L03016	décodage	décodage	exagération*	exagération	
L03017	décodage	décodage	interprétations*	interprétation	
L03018	décodage	décodage	herméneutique*	herméneutique	
L03019	décollage	décollage	émergence*	émergence	
L03020	décomposition	décomposition	désagrégation*	désagrégation	0def
L03021	déconcentration	déconcentration	desserrement*	desserrement	
L03022	déconcentration	déconcentration	décentralisation*	décentralisation	
L03023	décontamination	décontamination	dépollution*	dépollution	
L03024	décontamination	décontamination	pollution*	pollution	
L03025	découpage	découpage	gerrymandering*	gerrymandering	
L03026	découpage	découpage	philotomiste*	philotomiste	
L03027	découpage	découpage	discrétisation*	discrétisation	
L03028	découverte	découverte	expéditions*	expédition	
L03029	découverte	découverte	mappemondes*	mappemonde	
L03030	découverte	découverte	blancs*	blanc	
L03031	découverte	découverte	invention*	invention	
L03032	découverte	découverte	dépaysement*	dépaysement	
L03033	découverte	découverte	pittoresque*	pittoresque	
L03034	découverte	découverte	exotisme*	exotique	
L03035	découverte	découverte	hauts lieux*	haut lieu	
L03036	découverte	découverte	apprentissage*	apprentissage	
L03037	découverte	découverte	innovation*	innovation	
L03038	décrire	décrire	description*	description	
L03039	décrire	décrire	définir*	définition	
L03040	décrue	décrue	varzeas*	varzea	
L03041	dédale	dédale	labyrinthe*	labyrinthe	
L03042	dedans, dehors	dedans, dehors	boucs émissaires*	émissaire	
L03043	dédier	dédier	NA	dédier	
L03044	déduction	déduction	chorématique*	chorématique	
L03045	déduction	déduction	itérations*	itération	
L03046	déduction	déduction	compose*	composition	
L03047	déduction	déduction	induction*	induction	
L03048	défavorable	défavorable	favorable 	favorable 	0def
L03049	défens	défens	NA	défens	
L03050	déferlement	déferlement	pli*	pli	
L03051	déferlement	déferlement	invasion*	invasion	
L03052	déferlement	déferlement	hordes*	horde	
L03053	déficit	déficit	évapotranspiration*	évapotranspiration	
L03054	défilé	défilé	cluse*	cluse	
L03055	défilé	défilé	étroit*	étroit	
L03056	défilement	défilement	ligne de crête*	crête	
L03057	défilement	défilement	satellite*	satellite	
L03058	défilement	défilement	géostationnaires*	géostationnaire	
L03059	définition	définition	décrire*	décrire	
L03060	définition	définition	terme*	terme	
L03061	définition	définition	délimitation*	délimitation	
L03062	définition	définition	campagne*	campagne	
L03063	définition	définition	terre*	terre	
L03064	définition	définition	sol*	sol	
L03065	définition	définition	géographie*	géographie	
L03066	définition	définition	humanisme*	humanisme	
L03067	définition	définition	réalisme*	réalisme	
L03068	définition	définition	dictionnaire*	dictionnaire	
L03069	déflation	déflation	NA	déflation	
L03070	défrichement	défrichement	brûlis*	brûlis	
L03071	défrichement	défrichement	friche*	friche	
L03072	défrichement	défrichement	déboisement*	déboisement	
L03073	défrichement	défrichement	pionnier*	pionnier	
L03074	délimitation	délimitation	appropriation*	appropriation	
L03075	délimitation	délimitation	démarcation*	démarcation	
L03076	délimitation	délimitation	arpentage*	arpent	
L03077	délimitation	délimitation	bornage*	bornage	
L03078	délimitation	délimitation	parcellement*	parcellement	
L03079	délimitation	délimitation	lotissement*	lotissement	
L03080	délimitation	délimitation	découpage*	découpage	
L03081	délimitation	délimitation	définition*	définition	
L03082	délocalisation	délocalisation	déplacement*	déplacement	
L03083	délocalisation	délocalisation	transfert*	transfert	
L03084	délocalisation	délocalisation	redéploiement*	redéploiement	
L03085	délocalisation	délocalisation	globalisation*	global	
L03086	délocalisation	délocalisation	localisation*	localisation	
L03087	délocalisation	délocalisation	relocalisations*	relocalisation	
L03088	delta	delta	charge*	charge	
L03089	delta	delta	estuaire*	estuaire	
L03090	déluge	déluge	inondations*	inondation	
L03091	déluge	déluge	«alluvion»*	alluvion	
L03092	demande	demande	offre*	offre	
L03093	demande	demande	besoins*	besoin	
L03094	demande	demande	désirs*	désir	
L03095	démarcation	démarcation	délimitation*	délimitation	
L03096	demi-orange	demi-orange	morne*	morne	0def
L03097	démographie	démographie	population*	population	
L03098	démographie	démographie	âge*	âge	
L03099	démographie	démographie	endémie*	endémie	
L03100	démographie	démographie	épidémie*	épidémie	
L03101	démographie	démographie	fécondité*	fécondité	
L03102	démographie	démographie	genre*	genre	
L03103	démographie	démographie	migration*	migration	
L03104	démographie	démographie	mortalité*	mortalité	
L03105	démographie	démographie	natalité*	natalité	
L03106	démographie	démographie	peuplement*	peuplement	
L03107	dénaturé	dénaturé	marâtre*	marâtre	
L03108	dénivellation	dénivellation	altitude*	altitude	
L03109	dénivellation	dénivellation	accidents*	accident	
L03110	dénombrement	dénombrement	recensement*	recensement	
L03111	dénomination	dénomination	appropriation*	appropriation	
L03112	densité	densité	NA	densité	
L03113	dent	dent	indentation*	indentation	
L03114	dénudé	dénudé	sol*	sol	
L03115	dénudé	dénudé	érosion*	érosion	
L03116	dépanneur	dépanneur	NA	dépanneur	
L03117	département	département	découpage*	découpage	
L03118	département	département	Province*	province	
L03119	dépaysement	dépaysement	aliénation*	aliénation	
L03120	dépaysement	dépaysement	étrangement*	étrangement	
L03121	dépaysement	dépaysement	exil*	exil	
L03122	dépaysement	dépaysement	paysage*	paysage	
L03123	dépendance	dépendance	métropole*	métropole	
L03124	dépendance	dépendance	indépendance*	indépendance	
L03125	dépendance	dépendance	autonomie*	autonomie	
L03126	dépendance	dépendance	hétéronomie*	hétéronomie	
L03127	dépeuplement	dépeuplement	dépopulation*	dépopulation	
L03128	dépeuplement	dépeuplement	sous-peuplement*	NA	
L03129	dépeuplement	dépeuplement	déportent*	déportation	
L03130	déplacement	déplacement	migration*	migration	
L03131	déplacement	déplacement	transhumance*	transhumance	
L03132	déplacement	déplacement	remue*	remue	
L03133	déplacement	déplacement	voyage*	voyage	
L03134	déplacement	déplacement	tourisme*	tourisme	
L03135	déplacement	déplacement	exode*	exode	
L03136	déplacement	déplacement	déportation*	déportation	
L03137	déplacement	déplacement	rang*	rang	
L03138	déplacement	déplacement	authentique*	authenticité	
L03139	déplacement	déplacement	décentralisation*	décentralisation	
L03140	déplacement	déplacement	jauge*	jauge	
L03141	dépollution	dépollution	décontamination*	décontamination	0def
L03142	dépollution	dépollution	pollution*	pollution	
L03143	dépopulation	dépopulation	dépeuplement*	dépeuplement	
L03144	déportation	déportation	déplacement*	déplacement	
L03145	déportation	déportation	camp*	camp	
L03146	déportation	déportation	exil*	exil	
L03147	dépôt	dépôt	débris*	débris	
L03148	dépression	dépression	bas-fond*	bas-fond	
L03149	dépression	dépression	sebkha*	sebkha	
L03150	dépression	dépression	bolson*	bolson	
L03151	dépression	dépression	chott*	chott	
L03152	dépression	dépression	exoréiques*	exoréique	
L03153	dépression	dépression	dolines*	doline	
L03154	dépression	dépression	poljés*	poljé	
L03155	dépression	dépression	fossé*	fossé	
L03156	dépression	dépression	déprise*	déprise	
L03157	dépression	dépression	crise*	crise	
L03158	déprise	déprise	expansion*	expansion	
L03159	déprise	déprise	emprise*	emprise	
L03160	déprise	déprise	prises*	prise	
L03161	déprise	déprise	dépeuplement*	dépeuplement	
L03162	déprise	déprise	dépressions*	dépression	
L03163	déracinement	déracinement	aliénation*	aliénation	
L03164	déracinement	déracinement	environnement*	environnement	
L03165	déracinement	déracinement	arrachement*	arrachement	
L03166	dérivation	dérivation	barrage*	barrage	
L03167	dérivation	dérivation	bretelles*	bretelle	
L03168	dérive	dérive	plaques*	plaque	
L03169	dérive	dérive	banquises*	banquise	
L03170	dérive	dérive	icebergs*	iceberg	
L03171	dérive	dérive	«marées* noires»	marée	
L03172	dérive	dérive	cybernétique*	cybernétique	
L03173	dernière instance	dernière instance	procès*	NA	
L03174	dérobé	dérobé	interlope*	interlope	
L03175	dérobé	dérobé	patios*	NA	
L03176	dérobé	dérobé	arrière-cours*	arrière-cour	
L03177	dérobé	dérobé	venelles*	venelle	
L03178	dérobé	dérobé	traboules*	traboule	
L03179	dérobé	dérobé	pousterles*	pousterle	
L03180	dérobé	dérobé	paseo*	paseo	
L03181	dérobé	dérobé	sole*	sole	
L03182	dérobé	dérobé	assolement réglé*	règle	
L03183	dérobé	dérobé	cueillette*	cueillette	
L03184	derrière	derrière	devant*	devant	
L03185	derrière	derrière	point cardinal*	cardinal	
L03186	désagrégation	désagrégation	ségrégation*	ségrégation	
L03187	désagrégation	désagrégation	décomposition*	décomposition	
L03188	désagrégation	désagrégation	agrégation*	agrégation	
L03189	description	description	décrire*	décrire	
L03190	description	description	définition*	définition	
L03191	description	description	discours publicitaires*	publicité	
L03192	description	description	promotion*	promoteur	
L03193	description	description	renseignement*	renseignement	
L03194	description	description	empirisme*	empirisme	
L03195	description	description	objectivité*	objet	
L03196	description	description	faits*	fait	
L03197	description	description	explication*	explication	
L03198	description	description	morphologies*	morphologie	
L03199	description	description	sémiologies*	sémiologie	
L03200	description	description	photographie*	photographie	
L03201	description	description	coupe*	coupe	
L03202	description	description	analyse*	analyse	
L03203	description	description	statistique*	statistique	
L03204	désencadrement	désencadrement	antimonde*	antimonde	
L03205	désencadrement	désencadrement	encadrement*	encadrement	
L03206	désencadrement	désencadrement	îlotage*	îlotage	
L03207	désencadrement	désencadrement	proximité*	proximité	
L03208	désenclaver	désenclaver	enclavement*	enclave	
L03209	désert	désert	anachorètes*	anachorète	
L03210	désert	désert	forêt vierge*	vierge	
L03211	désert	désert	vide*	vide	
L03212	désert	désert	solitude*	solitude	
L03213	désert	désert	convergence*	convergence	
L03214	désert	désert	Sahara*	sahara	
L03215	désert	désert	sahel*	sahel	
L03216	désert	désert	erg*	erg	
L03217	désert	désert	reg*	reg	
L03218	désert	désert	bordj*	bordj	
L03219	désert	désert	ksar*	ksar	
L03220	désert	désert	refuge*	refuge	
L03221	désert	désert	oasis*	oasis	
L03222	désert	désert	déprise*	déprise	
L03223	désertification	désertification	déportation*	déportation	
L03224	désinformation	désinformation	donnée*	donnée	
L03225	désinformation	désinformation	information*	information	
L03226	désir	désir	éden*	éden	
L03227	désir	désir	eldorado*	eldorado	
L03228	désir	désir	cocagne*	cocagne	
L03229	désir	désir	paradis*	paradis	
L03230	désir	désir	californie*	californie	
L03231	désir	désir	floride*	floride	
L03232	désir	désir	cartes mentales*	mentale (carte)	
L03233	désir	désir	demande*	demande	
L03234	désir	désir	besoin*	besoin	
L03235	désir	désir	consommation*	consommation	
L03236	désordre	désordre	ordre*	ordre	0def
L03237	desserrement	desserrement	déconcentration*	déconcentration	
L03238	desserte	desserte	irrigation*	irrigation	
L03239	desserte	desserte	tournées*	tournée	
L03240	desserte	desserte	messageries*	messagerie	
L03241	desserte	desserte	adduction*	adduction	
L03242	desserte	desserte	tombée*	tombée	
L03243	desserte	desserte	ressort*	ressort	
L03244	destination	destination	sta*	sta	
L03245	destination	destination	vocation*	vocation	
L03246	dessin	dessin	signe*	signe	
L03247	dessin	dessin	linéaments*	NA	
L03248	dessin	dessin	silhouette*	silhouette	
L03249	détail	détail	résidus*	résidu	
L03250	détail	détail	idiographie*	idiographie	
L03251	détail	détail	terrassettes*	terrasse	
L03252	détail	détail	sols réticulés*	réticulaire	
L03253	détail	détail	taffoni*	taffoni	
L03254	détail	détail	marmites* de géant	marmite de géant	
L03255	détail	détail	lapiès*	lapiés	
L03256	détail	détail	yardang*	yardang	
L03257	détail	détail	modelé*	modelé	
L03258	détente	détente	tension*	tension	
L03259	détente	détente	papillon*	papillon	
L03260	détente	détente	effet de levier*	NA	
L03261	détente	détente	formation*	formation	
L03262	détente	détente	recherche*	recherche	
L03263	détente	détente	détente adiabatique*	adiabatique	
L03264	détermination	détermination	délimitation*	délimitation	
L03265	détermination	détermination	définition*	définition	
L03266	détermination	détermination	méridienne*	méridien	
L03267	détermination	détermination	champs*	champ	
L03268	détermination	détermination	déterminisme*	déterminisme	
L03269	déterminé	déterminé	situation*	situation	
L03270	déterminisme	déterminisme	causalité*	causalité	
L03271	déterminisme	déterminisme	détermination*	détermination	
L03272	déterminisme	déterminisme	mémoires*	mémoire	
L03273	déterminisme	déterminisme	sol*	sol	
L03274	déterminisme	déterminisme	totalité*	totalité	
L03275	déterminisme	déterminisme	dernière* instance	dernière instance	
L03276	déterminisme	déterminisme	plus-value*	plus-value	
L03277	déterminisme	déterminisme	rapports de production*	production	
L03278	déterminisme	déterminisme	systémes*	système	
L03279	déterminisme	déterminisme	causalités circulaires*	causalité	
L03280	déterminisme	déterminisme	artefact*	artefact	
L03281	déterminisme	déterminisme	action*	action	
L03282	déterminisme	déterminisme	décision*	décision	
L03283	déterminisme	déterminisme	déterminations*	détermination	
L03284	déterminisme	déterminisme	chaos*	chaos	
L03285	déterminisme	déterminisme	aléatoire*	aléatoire	
L03286	déterminisme	déterminisme	probabilités*	probabilité	
L03287	déterminisme	déterminisme	plis*	pli	
L03288	déterminisme	déterminisme	théorie des catastrophes*	catastrophe	
L03289	déterminisme	déterminisme	prévision*	prévision	
L03290	déterminisme	déterminisme	historicisme*	historicisme	
L03291	déterminisme	déterminisme	mémoires*	mémoire	
L03292	déterminisme	déterminisme	fatalité*	fatalité	
L03293	déterminisme	déterminisme	géographie*	géographie	
L03294	détroit	détroit	isthme*	isthme	
L03295	détroit	détroit	pertuis*	pertuis	
L03296	détroit	détroit	isthmes*	isthme	
L03297	détroit	détroit	canal*	canal	
L03298	devant	devant	derrière*	derrière	
L03299	devant	devant	orientation*	orientation	
L03300	devant	devant	sud*	sud	
L03301	dévastation	dévastation	NA	dévastation	
L03302	développement	développement	progrès*	progrès	
L03303	développement	développement	Tiers-Monde*	Tiers-Monde	
L03304	développement	développement	tropicalistes*	tropical	
L03305	développement	développement	Nord*	nord	
L03306	développement	développement	Sud*	sud	
L03307	développement	développement	pôle*	pôle	
L03308	développement	développement	polarisation*	polarisation	
L03309	développement	développement	croissance*	croissance	
L03310	devèze	devèze	défens*	défens	0def
L03311	déviation	déviation	hérésie*	hérésie	
L03312	déviation	déviation	ligne*	ligne	
L03313	déviation	déviation	dérivation*	dérivation	
L03314	di-	di-	NA	di-	
L03315	diable	diable	bout*	bout	
L03316	diable	diable	symbole*	symbole	
L03317	diable	diable	parabole*	parabole	
L03318	diable	diable	connaissance*	connaissance	
L03319	diable	diable	chtonien*	chtonien	
L03320	diable	diable	monts*	mont	
L03321	diable	diable	Prométhée*	Prométhée	
L03322	diable	diable	éden*	éden	
L03323	diachronie	diachronie	temps*	temps	
L03324	diachronie	diachronie	synchronie*	synchronie	
L03325	diachronie	diachronie	structuralisme*	structuralisme	
L03326	diachronie	diachronie	dynamique*	dynamique	
L03327	diachronie	diachronie	histoire*	histoire	
L03328	diachronie	diachronie	accumulation*	accumulation	
L03329	diaclase	diaclase	faille*	faille	
L03330	diaclase	diaclase	chaos*	chaos	
L03331	diaclase	diaclase	gel*	gel	
L03332	diaclase	diaclase	karst*	karst	
L03333	diaclase	diaclase	parois*	paroi	
L03334	diagramme	diagramme	coordonnées*	coordonnées	
L03335	diagramme	diagramme	histogramme*	histogramme	
L03336	diagramme	diagramme	polaires*	polaire	
L03337	diagramme	diagramme	camembert*	camembert	
L03338	diagramme	diagramme	perspective*	perspective	
L03339	diagramme	diagramme	cartes*	carte	
L03340	diagramme	diagramme	pyramides*	pyramide	
L03341	diagramme	diagramme	diagrammes ombrothermiques*	ombrothermique	
L03342	diaspora	diaspora	dissémination*	dissémination	
L03343	diaspora	diaspora	dispersion*	dispersion	
L03344	diaspora	diaspora	Levantins*	levantin	
L03345	dichotomie	dichotomie	binaire*	binaire	
L03346	dichotomie	dichotomie	contradiction*	contradiction	
L03347	dictionnaire	dictionnaire	définis*	définition	
L03348	dictionnaire	dictionnaire	situés*	situation	
L03349	dictionnaire	dictionnaire	critiques*	critique	
L03350	dictionnaire	différence	distance*	distance	
L03351	différence	différence	identité*	identité	
L03352	différence	différence	altérité*	altérité	
L03353	différence	différence	échange*	échange	
L03354	différence	différence	division*	division	
L03355	différence	différence	progrès*	progrès	
L03356	différence	différence	néguentropie*	néguentropie	
L03357	différence	différence	inégalité*	inégalité	
L03358	différence	différence	distance*	distance	
L03359	différence	différence	situation*	situation	
L03360	différence	différence	autocorrélation*	autocorrélation	
L03361	différence	différence	position*	position	
L03362	différence	différence	coordonnées*	coordonnées	
L03363	différence	différence	distincts*	distinction	
L03364	différence	différence	endroit*	endroit	
L03365	différence	différence	disparité*	disparité	
L03366	différence	différence	diversité*	divers	
L03367	différence	différence	entropie*	entropie	
L03368	différence	différence	distinction*	distinction	
L03369	différence	différence	mimésis*	mimésis	
L03370	différence	différence	berger*	berger	
L03371	différence	différence	authentique*	authenticité	
L03372	différence	différence	uniformité*	uniforme	
L03373	différence	différence	romantisme*	romantique	
L03374	différence	différence	âme*	âme	
L03375	différence	différence	changement*	changement	
L03376	différence	différence	dénivellation*	dénivellation	
L03377	différence	différence	courant*	courant	
L03378	différence	différence	chorématique*	chorématique	
L03379	différenciation	différenciation	systèmes*	système	
L03380	différenciation	différenciation	bifurcation*	bifurcation	
L03381	différenciation	différenciation	attracteur*	attracteur	
L03382	différenciation	différenciation	spéciation*	spéciation	
L03383	différenciation	différenciation	fission*	fission	
L03384	différenciation	différenciation	fusion*	fusion	
L03385	différenciation	différenciation	émergence*	émergence	
L03386	différenciation	différenciation	paysage*	paysage	
L03387	différenciation	différenciation	contrées*	contrée	
L03388	différenciation	différenciation	distributions*	distribution	
L03389	différenciation	différenciation	mailles*	maille	
L03390	différenciation	différenciation	frontières*	frontière	
L03391	différenciation	différenciation	échange*	échange	
L03392	différenciation	différenciation	entropie*	entropie	
L03393	différenciation	différenciation	innovation*	innovation	
L03394	différenciation	différenciation	accessibilité*	accessibilité	
L03395	différenciation	différenciation	ségrégations*	ségrégation	
L03396	différenciation	différenciation	sacré*	sacré	
L03397	différenciation	différenciation	«socio-spatial»*	socio-spatial	
L03398	difficile	difficile	conditions*	condition	
L03399	difficile	difficile	accueillant*	accueillant	
L03400	difficile	difficile	hostile*	hostile	
L03401	difficile	difficile	flexible*	flexibilité	
L03402	diffluence	diffluence	deltas*	delta	
L03403	diffluence	diffluence	bassins-versants*	bassin-versant	
L03404	diffus	diffus	diffusion*	diffusion	
L03405	diffusion	diffusion	innovation*	innovation	
L03406	diffusion	diffusion	propagation*	propagation	
L03407	diffusion	diffusion	migration*	migration	
L03408	diffusion	diffusion	treillage*	treillage	
L03409	diffusion	diffusion	maillage*	maillage	
L03410	diffusion	diffusion	relais*	relais	
L03411	diffusion	diffusion	communication*	communication	
L03412	diffusion	diffusion	vulgarisation*	NA	
L03413	diffusion	diffusion	valorisation*	NA	
L03414	diffusion	diffusion	Monte-Carlo*	Monte-Carlo	
L03415	diffusion	diffusion	épidémies*	épidémie	
L03416	diffusion	diffusion	SIDA*	SIDA	
L03417	diffusion	diffusion	fronts* pionniers	front	
L03418	diffusion	diffusion	rente*	rente	
L03419	diffusionnisme	diffusionnisme	convergence*	convergence	
L03420	digitalisation	digitalisation	numérisation*	numérisation	
L03421	digitation	digitation	doigts*	NA	
L03422	digitation	digitation	isochrones*	NA	
L03423	digue	digue	fossé*	fossé	
L03424	digue	digue	levées*	levée	
L03425	digue	digue	polder*	polder	
L03426	digue	digue	réservoirs*	réservoir	
L03427	digue	digue	casiers*	casier	
L03428	digue	digue	jetée*	NA	
L03429	digue	digue	bassin*	bassin	
L03430	digue	digue	barrage*	barrage	
L03431	diluvium	diluvium	déluge*	déluge	0def
L03432	dimension	dimension	variable*	variable	
L03433	dimension	dimension	multivariée*	multivarié	
L03434	dimension	dimension	profils*	profil	
L03435	dimension	dimension	caractéristiques*	caractéristique	
L03436	dimension	dimension	perspective*	perspective	
L03437	dimensionnement	dimensionnement	NA	dimensionnement	
L03438	direct	direct	droit*	droit	
L03439	direct	direct	chemin*	chemin	
L03440	direct	direct	corridors*	corridor	
L03441	direct	direct	arrêts*	arrêt	
L03442	direction	direction	endroit*	endroit	
L03443	direction	direction	droit*	droit	
L03444	direction	direction	région*	région	
L03445	direction	direction	royaume*	royaume	
L03446	direction	direction	adret*	adret	
L03447	direction	direction	azimut*	azimut	
L03448	direction	direction	cap*	cap	
L03449	direction	direction	oriente*	orientation	
L03450	direction	direction	lit*	lit	
L03451	direction	direction	décideur*	décideur	
L03452	discontinuité	discontinuité	déterminisme*	déterminisme	
L03453	discontinuité	discontinuité	marge*	marge	
L03454	discontinuité	discontinuité	marche*	marche	
L03455	discontinuité	discontinuité	plage*	plage	
L03456	discontinuité	discontinuité	pli*	pli	
